patient_count,related_diagnosis,claim_week,claim_year,PRVDR_NUM,PRVDR_STATE_CD
12,A_AB_COPD_DY,28,2018,460007,46
42,A_AB_COPD_DY,28,2017,460009,46
16,A_AB_COPD_DY,28,2018,460015,46
12,A_AB_COPD_DY,28,2021,460015,46
11,A_AB_COPD_DY,28,2017,460007,46
12,A_AB_COPD_DY,28,2018,460041,46
12,A_AB_COPD_DY,28,2019,460023,46
12,A_AB_COPD_DY,28,2019,460015,46
12,A_AB_COPD_DY,28,2020,460041,46
54,A_AB_COPD_DY,28,2022,460009,46
12,A_AB_COPD_DY,28,2017,460005,46
24,A_AB_COPD_DY,28,2021,460021,46
35,A_AB_COPD_DY,28,2017,460004,46
18,A_AB_COPD_DY,28,2020,460004,46
12,A_AB_COPD_DY,28,2019,461815,46
12,A_AB_COPD_DY,28,2020,460001,46
18,A_AB_COPD_DY,28,2021,460011,46
12,A_AB_COPD_DY,28,2022,460051,46
14,A_AB_COPD_DY,28,2019,460010,46
18,A_AB_COPD_DY,28,2020,460010,46
24,Emesis,28,2018,460021,46
16,Emesis,28,2021,460009,46
12,Emesis,28,2019,460015,46
12,A_AB_COPD_DY,28,2021,460060,46
18,A_AB_COPD_DY,28,2022,460010,46
24,A_AB_COPD_DY,28,2017,460010,46
40,A_AB_COPD_DY,28,2019,460009,46
24,A_AB_COPD_DY,28,2021,460006,46
12,A_AB_COPD_DY,28,2020,460013,46
24,A_AB_COPD_DY,28,2019,460021,46
12,A_AB_COPD_DY,28,2017,460021,46
24,A_AB_COPD_DY,28,2019,460047,46
12,A_AB_COPD_DY,28,2019,460026,46
36,A_AB_COPD_DY,28,2020,460009,46
12,Emesis,28,2020,460021,46
12,A_AB_COPD_DY,28,2017,461307,46
12,A_AB_COPD_DY,28,2019,460014,46
24,Emesis,28,2022,460009,46
16,A_AB_COPD_DY,28,2018,460004,46
24,Emesis,28,2020,460009,46
34,A_AB_COPD_DY,28,2018,460021,46
12,A_AB_COPD_DY,28,2018,460047,46
18,A_AB_COPD_DY,28,2021,460010,46
12,A_AB_COPD_DY,28,2021,460007,46
11,Emesis,28,2017,460001,46
23,A_AB_COPD_DY,28,2018,460009,46
12,A_AB_COPD_DY,28,2020,460015,46
13,Emesis,28,2017,460010,46
17,A_AB_COPD_DY,28,2021,460009,46
12,A_AB_COPD_DY,29,2017,460023,46
30,A_AB_COPD_DY,29,2020,460009,46
48,A_AB_COPD_DY,29,2017,460009,46
11,A_AB_COPD_DY,29,2017,461304,46
18,A_AB_COPD_DY,29,2019,460004,46
18,A_AB_COPD_DY,29,2018,460004,46
12,A_AB_COPD_DY,29,2018,460006,46
12,A_AB_COPD_DY,29,2022,460015,46
12,Emesis,29,2019,460009,46
12,Emesis,29,2018,460058,46
49,A_AB_COPD_DY,29,2019,460009,46
24,A_AB_COPD_DY,29,2020,460010,46
18,A_AB_COPD_DY,29,2021,460010,46
17,Emesis,29,2021,460023,46
12,Emesis,29,2019,460057,46
12,Emesis,29,2021,460009,46
18,A_AB_COPD_DY,29,2021,460047,46
30,A_AB_COPD_DY,29,2020,460021,46
12,A_AB_COPD_DY,29,2019,461302,46
12,A_AB_COPD_DY,29,2019,460010,46
18,A_AB_COPD_DY,29,2020,460047,46
40,A_AB_COPD_DY,29,2021,460021,46
12,A_AB_COPD_DY,29,2017,460047,46
12,A_AB_COPD_DY,29,2017,460011,46
17,A_AB_COPD_DY,29,2018,460011,46
12,A_AB_COPD_DY,29,2022,460007,46
12,A_AB_COPD_DY,29,2019,460015,46
16,A_AB_COPD_DY,29,2019,460007,46
22,A_AB_COPD_DY,29,2019,460047,46
24,A_AB_COPD_DY,29,2017,460010,46
12,A_AB_COPD_DY,29,2022,461309,46
18,Emesis,29,2020,460009,46
22,A_AB_COPD_DY,29,2018,460021,46
12,A_AB_COPD_DY,29,2022,460047,46
18,A_AB_COPD_DY,29,2018,460047,46
42,A_AB_COPD_DY,29,2018,460009,46
12,A_AB_COPD_DY,29,2019,460021,46
12,Emesis,29,2020,460061,46
11,A_AB_COPD_DY,29,2017,460021,46
12,A_AB_COPD_DY,29,2022,460004,46
11,A_AB_COPD_DY,29,2017,460057,46
18,A_AB_COPD_DY,29,2018,460010,46
66,A_AB_COPD_DY,29,2022,460009,46
12,Emesis,29,2020,460010,46
12,A_AB_COPD_DY,29,2017,460006,46
12,Emesis,29,2018,460001,46
11,Emesis,29,2019,461302,46
24,A_AB_COPD_DY,29,2022,460021,46
12,Emesis,29,2017,460021,46
12,Emesis,29,2019,460010,46
12,A_AB_COPD_DY,29,2021,461301,46
18,A_AB_COPD_DY,29,2022,460010,46
24,A_AB_COPD_DY,29,2021,460009,46
12,A_AB_COPD_DY,30,2020,460060,46
13,A_AB_COPD_DY,30,2022,461302,46
12,A_AB_COPD_DY,30,2018,460047,46
48,A_AB_COPD_DY,30,2020,460021,46
15,Emesis,30,2017,460009,46
12,A_AB_COPD_DY,30,2017,464503,46
41,A_AB_COPD_DY,30,2017,460009,46
22,A_AB_COPD_DY,30,2021,460047,46
35,A_AB_COPD_DY,30,2022,460010,46
12,A_AB_COPD_DY,30,2021,460042,46
12,A_AB_COPD_DY,30,2020,461303,46
28,A_AB_COPD_DY,30,2021,460004,46
71,A_AB_COPD_DY,30,2021,460009,46
12,A_AB_COPD_DY,30,2020,460004,46
17,A_AB_COPD_DY,30,2021,460021,46
18,A_AB_COPD_DY,30,2022,460004,46
11,A_AB_COPD_DY,30,2022,460058,46
18,A_AB_COPD_DY,30,2020,460007,46
24,A_AB_COPD_DY,30,2018,460021,46
18,A_AB_COPD_DY,30,2020,460010,46
12,A_AB_COPD_DY,30,2022,460051,46
24,A_AB_COPD_DY,30,2020,460058,46
12,A_AB_COPD_DY,30,2018,460015,46
12,Emesis,30,2021,460009,46
20,A_AB_COPD_DY,30,2019,460047,46
18,A_AB_COPD_DY,30,2018,460009,46
52,A_AB_COPD_DY,30,2019,460009,46
15,A_AB_COPD_DY,30,2019,460004,46
24,A_AB_COPD_DY,30,2022,460047,46
12,A_AB_COPD_DY,30,2019,460041,46
30,A_AB_COPD_DY,30,2021,460015,46
35,A_AB_COPD_DY,30,2017,460010,46
42,A_AB_COPD_DY,30,2022,460009,46
29,A_AB_COPD_DY,30,2022,460021,46
12,Emesis,30,2017,460004,46
24,A_AB_COPD_DY,30,2020,460009,46
30,A_AB_COPD_DY,30,2020,460047,46
12,A_AB_COPD_DY,30,2021,460005,46
11,Emesis,30,2022,460009,46
22,A_AB_COPD_DY,30,2019,460010,46
18,A_AB_COPD_DY,30,2017,460004,46
12,A_AB_COPD_DY,30,2018,460058,46
12,A_AB_COPD_DY,30,2021,460060,46
14,A_AB_COPD_DY,30,2017,460021,46
11,A_AB_COPD_DY,30,2022,460019,46
30,A_AB_COPD_DY,30,2019,460021,46
12,A_AB_COPD_DY,30,2018,460010,46
12,Emesis,30,2019,460044,46
16,A_AB_COPD_DY,30,2018,460007,46
18,A_AB_COPD_DY,30,2017,460047,46
12,A_AB_COPD_DY,30,2019,460015,46
12,A_AB_COPD_DY,31,2017,460005,46
12,Emesis,31,2020,460021,46
18,A_AB_COPD_DY,31,2018,460004,46
30,A_AB_COPD_DY,31,2017,460009,46
12,Emesis,31,2017,460047,46
18,A_AB_COPD_DY,31,2020,460021,46
18,A_AB_COPD_DY,31,2020,460007,46
12,Emesis,31,2019,460010,46
25,A_AB_COPD_DY,31,2020,460004,46
12,A_AB_COPD_DY,31,2018,460021,46
20,A_AB_COPD_DY,31,2019,460010,46
18,A_AB_COPD_DY,31,2017,460010,46
30,A_AB_COPD_DY,31,2020,460010,46
24,A_AB_COPD_DY,31,2017,460047,46
28,A_AB_COPD_DY,31,2021,460021,46
12,Emesis,31,2019,462551,46
18,A_AB_COPD_DY,31,2021,460047,46
24,A_AB_COPD_DY,31,2020,460047,46
12,Emesis,31,2018,460058,46
37,A_AB_COPD_DY,31,2021,460009,46
24,A_AB_COPD_DY,31,2020,460015,46
24,Emesis,31,2017,460009,46
12,A_AB_COPD_DY,31,2022,460010,46
12,A_AB_COPD_DY,31,2021,460011,46
42,A_AB_COPD_DY,31,2020,460009,46
24,A_AB_COPD_DY,31,2021,460010,46
12,A_AB_COPD_DY,31,2020,460042,46
30,A_AB_COPD_DY,31,2022,460009,46
21,Emesis,31,2019,460009,46
12,Emesis,31,2021,460009,46
11,A_AB_COPD_DY,31,2021,461308,46
73,A_AB_COPD_DY,31,2019,460009,46
18,A_AB_COPD_DY,31,2021,460004,46
12,A_AB_COPD_DY,31,2021,460042,46
11,A_AB_COPD_DY,31,2022,460007,46
56,A_AB_COPD_DY,31,2018,460009,46
12,A_AB_COPD_DY,31,2018,460026,46
12,A_AB_COPD_DY,31,2018,461303,46
12,A_AB_COPD_DY,31,2019,460021,46
18,A_AB_COPD_DY,31,2020,460051,46
29,A_AB_COPD_DY,31,2022,460021,46
11,A_AB_COPD_DY,31,2021,460007,46
18,Emesis,31,2018,460009,46
12,A_AB_COPD_DY,31,2022,460015,46
17,A_AB_COPD_DY,32,2017,460021,46
18,A_AB_COPD_DY,32,2020,460021,46
17,A_AB_COPD_DY,32,2022,460001,46
12,Emesis,32,2022,460004,46
12,A_AB_COPD_DY,32,2020,460047,46
12,Emesis,32,2018,460010,46
12,A_AB_COPD_DY,32,2017,460015,46
36,A_AB_COPD_DY,32,2018,460021,46
12,A_AB_COPD_DY,32,2017,460026,46
48,A_AB_COPD_DY,32,2021,460021,46
42,A_AB_COPD_DY,32,2022,460009,46
12,A_AB_COPD_DY,32,2020,461833,46
12,A_AB_COPD_DY,32,2017,460004,46
18,Emesis,32,2021,460009,46
12,A_AB_COPD_DY,32,2019,460004,46
17,A_AB_COPD_DY,32,2020,460015,46
19,A_AB_COPD_DY,32,2019,460001,46
24,A_AB_COPD_DY,32,2019,460021,46
16,A_AB_COPD_DY,32,2021,460015,46
18,A_AB_COPD_DY,32,2018,460010,46
24,A_AB_COPD_DY,32,2018,460047,46
12,A_AB_COPD_DY,32,2022,460047,46
29,A_AB_COPD_DY,32,2021,460009,46
46,A_AB_COPD_DY,32,2018,460009,46
42,A_AB_COPD_DY,32,2017,460009,46
18,A_AB_COPD_DY,32,2020,460001,46
12,A_AB_COPD_DY,32,2021,460044,46
62,A_AB_COPD_DY,32,2019,460009,46
12,A_AB_COPD_DY,32,2021,460005,46
48,A_AB_COPD_DY,32,2020,460009,46
13,A_AB_COPD_DY,32,2020,460005,46
12,A_AB_COPD_DY,32,2017,460060,46
17,Emesis,32,2022,460009,46
14,A_AB_COPD_DY,32,2017,460010,46
11,A_AB_COPD_DY,32,2022,460010,46
18,Emesis,32,2019,460009,46
24,A_AB_COPD_DY,32,2018,460004,46
12,A_AB_COPD_DY,32,2020,460007,46
24,A_AB_COPD_DY,32,2019,460047,46
24,A_AB_COPD_DY,32,2022,460021,46
12,A_AB_COPD_DY,32,2022,460007,46
12,A_AB_COPD_DY,32,2019,460007,46
12,Emesis,32,2019,460047,46
43,A_AB_COPD_DY,33,2018,460009,46
15,A_AB_COPD_DY,33,2019,460010,46
18,A_AB_COPD_DY,33,2022,460010,46
18,A_AB_COPD_DY,33,2020,460015,46
12,Emesis,33,2021,460021,46
12,A_AB_COPD_DY,33,2018,460058,46
18,A_AB_COPD_DY,33,2021,460009,46
11,A_AB_COPD_DY,33,2017,460010,46
12,A_AB_COPD_DY,33,2020,460047,46
12,A_AB_COPD_DY,33,2020,460014,46
30,A_AB_COPD_DY,33,2020,460021,46
33,A_AB_COPD_DY,33,2017,460021,46
12,A_AB_COPD_DY,33,2018,460060,46
12,Emesis,33,2019,460010,46
12,A_AB_COPD_DY,33,2020,460001,46
22,A_AB_COPD_DY,33,2019,460009,46
12,A_AB_COPD_DY,33,2020,460004,46
34,A_AB_COPD_DY,33,2017,460009,46
29,A_AB_COPD_DY,33,2021,460021,46
66,A_AB_COPD_DY,33,2020,460009,46
12,Emesis,33,2022,460021,46
18,A_AB_COPD_DY,33,2021,460047,46
17,A_AB_COPD_DY,33,2017,460007,46
16,A_AB_COPD_DY,33,2018,460047,46
18,Emesis,33,2022,460009,46
12,A_AB_COPD_DY,33,2017,460001,46
29,A_AB_COPD_DY,33,2022,460009,46
12,A_AB_COPD_DY,33,2021,461815,46
19,A_AB_COPD_DY,33,2018,460021,46
16,A_AB_COPD_DY,33,2018,460011,46
11,A_AB_COPD_DY,33,2022,460001,46
12,A_AB_COPD_DY,33,2021,460007,46
18,A_AB_COPD_DY,33,2020,460023,46
18,A_AB_COPD_DY,33,2019,460041,46
18,Emesis,33,2020,460009,46
18,Emesis,33,2021,460009,46
12,A_AB_COPD_DY,33,2021,460004,46
12,A_AB_COPD_DY,33,2019,460015,46
18,Emesis,33,2017,460010,46
12,A_AB_COPD_DY,33,2019,460007,46
12,A_AB_COPD_DY,33,2017,460004,46
18,A_AB_COPD_DY,33,2022,460021,46
18,A_AB_COPD_DY,33,2021,460019,46
73,A_AB_COPD_DY,34,2021,460009,46
24,A_AB_COPD_DY,34,2019,460009,46
19,A_AB_COPD_DY,34,2018,460010,46
11,A_AB_COPD_DY,34,2017,460007,46
35,A_AB_COPD_DY,34,2017,460004,46
33,A_AB_COPD_DY,34,2018,460004,46
22,A_AB_COPD_DY,34,2021,460007,46
18,A_AB_COPD_DY,34,2020,460007,46
12,Emesis,34,2022,460041,46
48,A_AB_COPD_DY,34,2018,460021,46
18,A_AB_COPD_DY,34,2017,460009,46
24,Emesis,34,2018,460010,46
18,A_AB_COPD_DY,34,2022,460047,46
24,A_AB_COPD_DY,34,2020,460015,46
12,A_AB_COPD_DY,34,2021,460021,46
18,A_AB_COPD_DY,34,2019,460004,46
12,A_AB_COPD_DY,34,2020,460010,46
12,Emesis,34,2018,460047,46
12,A_AB_COPD_DY,34,2020,460058,46
23,A_AB_COPD_DY,34,2019,460010,46
46,A_AB_COPD_DY,34,2021,460004,46
16,A_AB_COPD_DY,34,2019,460007,46
16,Emesis,34,2017,460009,46
12,A_AB_COPD_DY,34,2017,460015,46
12,A_AB_COPD_DY,34,2021,460047,46
30,A_AB_COPD_DY,34,2018,460009,46
11,Emesis,34,2017,460054,46
18,A_AB_COPD_DY,34,2017,460047,46
35,A_AB_COPD_DY,34,2021,460010,46
36,A_AB_COPD_DY,34,2020,460021,46
35,A_AB_COPD_DY,34,2022,460010,46
20,A_AB_COPD_DY,34,2017,460021,46
18,A_AB_COPD_DY,34,2021,460015,46
18,A_AB_COPD_DY,34,2022,460004,46
36,A_AB_COPD_DY,34,2019,460021,46
12,A_AB_COPD_DY,34,2021,460011,46
41,A_AB_COPD_DY,34,2022,460009,46
12,Emesis,34,2021,460019,46
24,A_AB_COPD_DY,34,2022,460021,46
30,A_AB_COPD_DY,34,2020,460009,46
18,A_AB_COPD_DY,35,2020,460004,46
12,A_AB_COPD_DY,35,2021,460001,46
24,A_AB_COPD_DY,35,2020,460021,46
23,A_AB_COPD_DY,35,2018,460021,46
24,A_AB_COPD_DY,35,2019,460021,46
11,A_AB_COPD_DY,35,2019,460001,46
25,A_AB_COPD_DY,35,2021,460015,46
18,Emesis,35,2017,460009,46
30,A_AB_COPD_DY,35,2021,460009,46
12,Emesis,35,2022,460009,46
18,A_AB_COPD_DY,35,2018,460011,46
12,Emesis,35,2021,462540,46
18,A_AB_COPD_DY,35,2018,460001,46
21,A_AB_COPD_DY,35,2017,460010,46
14,A_AB_COPD_DY,35,2018,460047,46
15,A_AB_COPD_DY,35,2017,460006,46
36,A_AB_COPD_DY,35,2019,460010,46
12,A_AB_COPD_DY,35,2022,460021,46
18,A_AB_COPD_DY,35,2020,460010,46
12,A_AB_COPD_DY,35,2022,460006,46
12,A_AB_COPD_DY,35,2020,461300,46
18,A_AB_COPD_DY,35,2019,460015,46
12,Emesis,35,2021,460001,46
12,A_AB_COPD_DY,35,2021,460007,46
60,A_AB_COPD_DY,35,2022,460009,46
21,A_AB_COPD_DY,35,2019,460047,46
12,A_AB_COPD_DY,35,2019,460004,46
11,A_AB_COPD_DY,35,2021,461310,46
68,A_AB_COPD_DY,35,2017,460009,46
18,A_AB_COPD_DY,35,2020,460047,46
12,A_AB_COPD_DY,35,2022,460026,46
12,Emesis,35,2018,460021,46
12,Emesis,35,2020,460009,46
16,A_AB_COPD_DY,35,2017,460021,46
12,A_AB_COPD_DY,35,2021,460057,46
24,Emesis,35,2021,460009,46
34,A_AB_COPD_DY,35,2017,460047,46
36,A_AB_COPD_DY,35,2021,460010,46
11,A_AB_COPD_DY,35,2017,460005,46
18,A_AB_COPD_DY,35,2021,460021,46
12,A_AB_COPD_DY,35,2021,460004,46
40,A_AB_COPD_DY,35,2018,460009,46
24,A_AB_COPD_DY,35,2018,460004,46
12,A_AB_COPD_DY,35,2018,460006,46
66,A_AB_COPD_DY,35,2020,460009,46
12,A_AB_COPD_DY,35,2017,460004,46
17,A_AB_COPD_DY,35,2021,460047,46
64,A_AB_COPD_DY,35,2019,460009,46
12,A_AB_COPD_DY,35,2022,460010,46
18,A_AB_COPD_DY,35,2021,460019,46
12,A_AB_COPD_DY,35,2020,460015,46
24,A_AB_COPD_DY,36,2020,460047,46
54,A_AB_COPD_DY,36,2020,460009,46
12,Emesis,36,2019,460004,46
12,A_AB_COPD_DY,36,2019,460061,46
28,Emesis,36,2017,460009,46
24,A_AB_COPD_DY,36,2018,460009,46
18,A_AB_COPD_DY,36,2017,460004,46
24,A_AB_COPD_DY,36,2021,460021,46
12,A_AB_COPD_DY,36,2022,460007,46
12,Emesis,36,2018,460047,46
21,A_AB_COPD_DY,36,2020,460010,46
11,A_AB_COPD_DY,36,2021,461833,46
12,Emesis,36,2021,460009,46
35,A_AB_COPD_DY,36,2017,460009,46
12,A_AB_COPD_DY,36,2020,460021,46
12,Emesis,36,2018,460010,46
18,A_AB_COPD_DY,36,2018,460006,46
17,A_AB_COPD_DY,36,2019,460021,46
12,Coccidioidomycosis,36,2020,460021,46
12,A_AB_COPD_DY,36,2022,460004,46
12,A_AB_COPD_DY,36,2020,460004,46
30,A_AB_COPD_DY,36,2018,460010,46
18,A_AB_COPD_DY,36,2022,460009,46
17,A_AB_COPD_DY,36,2017,460021,46
24,Emesis,36,2020,460009,46
12,A_AB_COPD_DY,36,2022,461819,46
21,A_AB_COPD_DY,36,2017,460014,46
17,A_AB_COPD_DY,36,2022,460021,46
12,A_AB_COPD_DY,36,2020,460014,46
12,A_AB_COPD_DY,36,2022,460005,46
34,A_AB_COPD_DY,36,2021,460047,46
19,Emesis,36,2017,460021,46
24,A_AB_COPD_DY,36,2020,460015,46
12,A_AB_COPD_DY,36,2017,460010,46
30,A_AB_COPD_DY,36,2019,460009,46
18,A_AB_COPD_DY,36,2017,461307,46
18,A_AB_COPD_DY,36,2021,460041,46
12,A_AB_COPD_DY,36,2020,460058,46
30,A_AB_COPD_DY,36,2022,460010,46
18,Emesis,36,2022,460009,46
16,A_AB_COPD_DY,36,2018,460007,46
18,A_AB_COPD_DY,36,2019,460010,46
23,A_AB_COPD_DY,36,2021,460009,46
12,A_AB_COPD_DY,36,2020,460007,46
12,A_AB_COPD_DY,36,2022,460047,46
24,A_AB_COPD_DY,37,2018,460004,46
12,A_AB_COPD_DY,37,2019,460004,46
12,A_AB_COPD_DY,37,2020,460010,46
84,A_AB_COPD_DY,37,2021,460009,46
12,Emesis,37,2019,460009,46
12,A_AB_COPD_DY,37,2021,460047,46
12,A_AB_COPD_DY,37,2018,460001,46
29,A_AB_COPD_DY,37,2017,460021,46
12,A_AB_COPD_DY,37,2019,460041,46
15,Emesis,37,2018,461304,46
12,A_AB_COPD_DY,37,2018,460010,46
12,A_AB_COPD_DY,37,2018,460057,46
64,A_AB_COPD_DY,37,2018,460009,46
12,Emesis,37,2017,460021,46
12,A_AB_COPD_DY,37,2017,460015,46
12,A_AB_COPD_DY,37,2022,461303,46
12,Emesis,37,2022,460015,46
18,A_AB_COPD_DY,37,2022,460010,46
12,A_AB_COPD_DY,37,2022,460057,46
12,A_AB_COPD_DY,37,2019,460047,46
12,Emesis,37,2021,460009,46
19,A_AB_COPD_DY,37,2020,460021,46
30,A_AB_COPD_DY,37,2022,460009,46
18,A_AB_COPD_DY,37,2022,460021,46
12,Emesis,37,2017,460001,46
12,A_AB_COPD_DY,37,2020,460007,46
12,A_AB_COPD_DY,37,2020,460001,46
16,A_AB_COPD_DY,37,2021,460010,46
12,A_AB_COPD_DY,37,2022,460047,46
12,A_AB_COPD_DY,37,2021,460001,46
63,A_AB_COPD_DY,37,2017,460009,46
42,A_AB_COPD_DY,37,2020,460009,46
12,A_AB_COPD_DY,37,2020,460003,46
12,Emesis,37,2017,460009,46
14,A_AB_COPD_DY,37,2018,460047,46
18,Emesis,37,2020,460009,46
12,A_AB_COPD_DY,37,2021,460052,46
12,A_AB_COPD_DY,37,2021,461308,46
36,A_AB_COPD_DY,37,2019,460021,46
55,A_AB_COPD_DY,37,2019,460009,46
12,Emesis,37,2018,460021,46
12,A_AB_COPD_DY,37,2020,461309,46
11,A_AB_COPD_DY,37,2017,460010,46
12,A_AB_COPD_DY,38,2020,460004,46
12,A_AB_COPD_DY,38,2018,460001,46
22,A_AB_COPD_DY,38,2021,460007,46
20,A_AB_COPD_DY,38,2019,460007,46
30,A_AB_COPD_DY,38,2019,460021,46
12,A_AB_COPD_DY,38,2019,460004,46
16,A_AB_COPD_DY,38,2017,460021,46
18,A_AB_COPD_DY,38,2018,460047,46
12,A_AB_COPD_DY,38,2022,460007,46
15,A_AB_COPD_DY,38,2017,461306,46
29,Emesis,38,2018,460009,46
12,A_AB_COPD_DY,38,2022,460004,46
12,A_AB_COPD_DY,38,2019,460051,46
18,A_AB_COPD_DY,38,2019,460047,46
16,Emesis,38,2019,460009,46
12,A_AB_COPD_DY,38,2021,460015,46
30,A_AB_COPD_DY,38,2022,460021,46
17,A_AB_COPD_DY,38,2019,460041,46
88,A_AB_COPD_DY,38,2021,460009,46
66,A_AB_COPD_DY,38,2022,460009,46
12,A_AB_COPD_DY,38,2022,460015,46
48,A_AB_COPD_DY,38,2020,460009,46
12,A_AB_COPD_DY,38,2017,460026,46
12,A_AB_COPD_DY,38,2022,460047,46
18,A_AB_COPD_DY,38,2019,460011,46
18,A_AB_COPD_DY,38,2019,460010,46
30,A_AB_COPD_DY,38,2018,460021,46
12,Emesis,38,2017,460009,46
11,A_AB_COPD_DY,38,2022,460019,46
30,A_AB_COPD_DY,38,2021,460021,46
74,A_AB_COPD_DY,38,2019,460009,46
15,A_AB_COPD_DY,38,2017,460006,46
72,A_AB_COPD_DY,38,2018,460009,46
18,A_AB_COPD_DY,38,2021,460010,46
18,A_AB_COPD_DY,38,2018,460010,46
18,A_AB_COPD_DY,38,2018,460005,46
12,A_AB_COPD_DY,38,2017,460047,46
18,A_AB_COPD_DY,38,2018,460004,46
12,Emesis,38,2021,460026,46
18,A_AB_COPD_DY,38,2022,460010,46
12,A_AB_COPD_DY,38,2019,460015,46
15,A_AB_COPD_DY,38,2017,460030,46
18,A_AB_COPD_DY,38,2019,460005,46
15,A_AB_COPD_DY,38,2017,460010,46
28,A_AB_COPD_DY,38,2020,460007,46
12,A_AB_COPD_DY,38,2018,460011,46
30,A_AB_COPD_DY,38,2020,460010,46
12,Emesis,38,2021,460009,46
30,A_AB_COPD_DY,38,2017,460009,46
18,Emesis,38,2020,460009,46
24,A_AB_COPD_DY,38,2021,460004,46
18,A_AB_COPD_DY,38,2017,460051,46
72,A_AB_COPD_DY,39,2021,460009,46
24,A_AB_COPD_DY,39,2020,460010,46
23,A_AB_COPD_DY,39,2019,460010,46
18,Emesis,39,2020,460009,46
12,A_AB_COPD_DY,39,2018,460001,46
18,A_AB_COPD_DY,39,2022,460047,46
47,A_AB_COPD_DY,39,2021,460021,46
24,A_AB_COPD_DY,39,2017,460047,46
12,A_AB_COPD_DY,39,2021,460006,46
36,A_AB_COPD_DY,39,2018,460021,46
18,A_AB_COPD_DY,39,2017,460009,46
70,A_AB_COPD_DY,39,2019,460009,46
12,A_AB_COPD_DY,39,2020,460003,46
12,A_AB_COPD_DY,39,2019,460011,46
12,Emesis,39,2019,460011,46
46,A_AB_COPD_DY,39,2018,460009,46
12,A_AB_COPD_DY,39,2020,460039,46
36,A_AB_COPD_DY,39,2019,460021,46
19,A_AB_COPD_DY,39,2021,460047,46
18,A_AB_COPD_DY,39,2021,460007,46
84,A_AB_COPD_DY,39,2020,460009,46
30,Emesis,39,2018,460009,46
42,A_AB_COPD_DY,39,2022,460009,46
20,A_AB_COPD_DY,39,2018,460004,46
24,A_AB_COPD_DY,39,2017,460010,46
12,A_AB_COPD_DY,39,2020,460047,46
18,Emesis,39,2021,460009,46
12,Emesis,39,2021,460021,46
16,A_AB_COPD_DY,39,2018,460010,46
12,A_AB_COPD_DY,39,2019,460051,46
18,A_AB_COPD_DY,39,2017,460021,46
18,A_AB_COPD_DY,39,2020,460004,46
20,A_AB_COPD_DY,39,2019,460001,46
12,A_AB_COPD_DY,39,2021,460010,46
18,A_AB_COPD_DY,39,2020,460021,46
18,A_AB_COPD_DY,39,2019,460041,46
21,A_AB_COPD_DY,39,2017,460004,46
23,A_AB_COPD_DY,39,2018,460047,46
12,A_AB_COPD_DY,39,2022,460001,46
11,A_AB_COPD_DY,39,2019,460049,46
26,Emesis,39,2022,460009,46
12,A_AB_COPD_DY,39,2020,460041,46
19,Emesis,40,2022,460021,46
54,A_AB_COPD_DY,40,2022,460009,46
20,A_AB_COPD_DY,40,2017,460021,46
16,Emesis,40,2018,460009,46
54,A_AB_COPD_DY,40,2020,460009,46
12,Emesis,40,2020,460021,46
12,A_AB_COPD_DY,40,2019,460023,46
12,Emesis,40,2022,460010,46
64,A_AB_COPD_DY,40,2019,460009,46
32,A_AB_COPD_DY,40,2018,460047,46
36,A_AB_COPD_DY,40,2021,460010,46
12,A_AB_COPD_DY,40,2019,460041,46
46,A_AB_COPD_DY,40,2021,460021,46
12,A_AB_COPD_DY,40,2017,460023,46
12,Emesis,40,2020,460041,46
12,A_AB_COPD_DY,40,2017,460041,46
18,A_AB_COPD_DY,40,2018,460010,46
12,A_AB_COPD_DY,40,2018,460021,46
47,A_AB_COPD_DY,40,2020,460021,46
12,A_AB_COPD_DY,40,2017,460005,46
18,Emesis,40,2021,460009,46
18,A_AB_COPD_DY,40,2020,460047,46
18,A_AB_COPD_DY,40,2022,460047,46
12,A_AB_COPD_DY,40,2020,460060,46
30,Emesis,40,2022,460009,46
46,A_AB_COPD_DY,40,2018,460009,46
12,A_AB_COPD_DY,40,2019,460013,46
23,A_AB_COPD_DY,40,2019,460021,46
18,A_AB_COPD_DY,40,2019,460010,46
44,A_AB_COPD_DY,40,2017,460009,46
12,Emesis,40,2020,460009,46
24,A_AB_COPD_DY,40,2022,460004,46
24,A_AB_COPD_DY,40,2021,460006,46
12,Emesis,40,2018,460015,46
12,A_AB_COPD_DY,40,2022,460011,46
17,A_AB_COPD_DY,40,2017,460010,46
23,A_AB_COPD_DY,40,2020,460004,46
18,A_AB_COPD_DY,40,2017,460047,46
12,Emesis,40,2020,460047,46
12,A_AB_COPD_DY,40,2022,460019,46
53,A_AB_COPD_DY,40,2021,460009,46
12,A_AB_COPD_DY,40,2018,460058,46
11,A_AB_COPD_DY,40,2022,461301,46
21,A_AB_COPD_DY,40,2018,460006,46
41,A_AB_COPD_DY,41,2017,460009,46
16,A_AB_COPD_DY,41,2019,460001,46
22,Emesis,41,2018,460009,46
12,A_AB_COPD_DY,41,2018,461815,46
34,A_AB_COPD_DY,41,2019,460009,46
11,Emesis,41,2020,460058,46
18,A_AB_COPD_DY,41,2020,460007,46
11,A_AB_COPD_DY,41,2022,461303,46
12,A_AB_COPD_DY,41,2020,460010,46
12,Emesis,41,2018,460006,46
18,A_AB_COPD_DY,41,2021,460015,46
